id,title,authors,abstract,categories,published,url,resource_uri,no,total_results
2504.02431v2,Koney: A Cyber Deception Orchestration Framework for Kubernetes,"['Mario Kahlhofer', 'Matteo Golinelli', 'Stefan Rass']","System operators responsible for protecting software applications remain hesitant to implement cyber deception technology, including methods that place traps to catch attackers, despite its proven benefits. Overcoming their concerns removes a barrier that currently hinders industry adoption of deception technology. Our work introduces deception policy documents to describe deception technology ""as code"" and pairs them with Koney, a Kubernetes operator, which facilitates the setup, rotation, monitoring, and removal of traps in Kubernetes. We leverage cloud-native technologies, such as service meshes and eBPF, to automatically add traps to containerized software applications, without having access to the source code. We focus specifically on operational properties, such as maintainability, scalability, and simplicity, which we consider essential to accelerate the adoption of cyber deception technology and to facilitate further research on cyber deception.",['cs.CR'],2025-04-03T09:37:14+00:00,https://arxiv.org/pdf/2504.02431v2,arxiv://2504.02431v2,1,2
2401.10582v2,Exploiting Kubernetes' Image Pull Implementation to Deny Node Availability,"['Luis Augusto Dias Knob', 'Matteo Franzil', 'Domenico Siracusa']","Kubernetes (K8s) has grown in popularity over the past few years to become the de-facto standard for container orchestration in cloud-native environments. While research is not new to topics such as containerization and access control security, the Application Programming Interface (API) interactions between K8s and its runtime interfaces have not been studied thoroughly. In particular, the CRI-API is responsible for abstracting the container runtime, managing the creation and lifecycle of containers along with the downloads of the respective images. However, this decoupling of concerns and the abstraction of the container runtime renders K8s unaware of the status of the downloading process of the container images, obstructing the monitoring of the resources allocated to such process. In this paper, we discuss how this lack of status information can be exploited as a Denial of Service attack in a K8s cluster. We show how such attacks can impact worker nodes, generating up to 95% average CPU usage, prevent downloads of new container images, and increase I/O and network usage for a potentially unlimited amount of time. We argue that solving this problem would require a radical architectural change in the relationship between K8s and the CRI-API, which would be unfeasible in the short term. Thus, as a stopgap solution, we propose MAGI: an eBPF-based, proof-of-concept mitigation that detects and terminates potential attacks.",['cs.CR'],2024-01-19T09:49:53+00:00,https://arxiv.org/pdf/2401.10582v2,arxiv://2401.10582v2,2,2
