title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
The religion of the Mithras cult in the Roman Empire: mysteries of the unconquered sun,R Beck,2006,462,… the 'religion' or 'mysteries' of the Mithras cult as a system of (literally) 'likenesses and underthoughts and imitations' apprehended and realized by the initiate as the gift of Mithras. Just as …,q1MnBe_J5ysJ,R Beck - 2006 - books.google.com,[],https://books.google.com/books?hl=en&lr=&id=7wZREAAAQBAJ&oi=fnd&pg=PR9&dq=Mithraism+Roman+religion&ots=5qOMqzp_vs&sig=z-on0xdjje6W1efu0o7dklV4-ME,unknown,unknown
Archaelogical Indications on the Origins of Roman Mithraism,LM Hopfe,2008,17,… century a mystery religion called Mithraism was extremely popular … Roman rule. It was this group of piratesailors who gave Mithraism its form and spread the religion to the Roman world. …,Emp9rxp5Bf0J,"LM Hopfe - Uncovering Ancient Stones: Essays in Memory of H …, 2008 - kavehfarrokh.com",[],https://www.kavehfarrokh.com/wp-content/uploads/2010/12/03_hopfe.pdf,unknown,unknown
Mithraism: archaeological evidence of the spread and change of a Roman cult religion,G Kaminski,2008,2,"… has also been directed toward how Mithraism came to be such a popular Roman religion. There are some false parallels between Roman Mithraism and its seemingly eastern origin, …",OO6QurZGs0IJ,G Kaminski - 2008 - minds.wisconsin.edu,[],https://minds.wisconsin.edu/handle/1793/37050,unknown,unknown
Roman Religion in the Classroom: Spotlight on the Mysteries of Mithras,E Hussein,2018,1,… What can we learn about Roman religion and the wider culture and society of the Roman Empire? • How does this compare to other resources that you would use to conduct research? …,BeFIjc8LsSYJ,"E Hussein - Journal of Classics Teaching, 2018 - cambridge.org",[],https://www.cambridge.org/core/journals/journal-of-classics-teaching/article/roman-religion-in-the-classroom-spotlight-on-the-mysteries-of-mithras/3D543295F938653F57CC9F5390B97600,unknown,unknown
Mithraism and Christianity,WS Abruzzi,2018,2,"… Roman Mithraism developed from Iranian religion, found Iranian parallels to the symbols of Roman Mithraism, … in the reestablishment of traditional Roman religions. His Tolerance Edict …",2KiAwV6XJzQJ,WS Abruzzi - 2018 - academia.edu,[],https://www.academia.edu/download/58295768/Mithraism_and_Christianity.pdf,unknown,unknown
The Roman cult of Mithras: A cognitive perspective,LH Martin,2006,13,"… But it was initiation into membership, performed only once by any initiate into each of the differentiated grades of Mithraic initiation, that set Mithraism apart from official Roman religion – …",KelJkMG3b88J,"LH Martin - Religio, 2006 - digilib.phil.muni.cz",[],https://digilib.phil.muni.cz/handle/11222.digilib/125169,unknown,unknown
