indicator,country,date,unit,value
NY.GDP.MKTP.KD,Euro area(XC),1978,,5980368757952.08
NY.GDP.MKTP.KD,Euro area(XC),1977,,5799873706466.39
NY.GDP.MKTP.KD,Euro area(XC),1976,,5625389940735.54
NY.GDP.MKTP.KD,Euro area(XC),1975,,5356210371262.83
NY.GDP.MKTP.KD,Euro area(XC),1974,,5397719676446.73
NY.GDP.MKTP.KD,Euro area(XC),1973,,5228787332757.59
NY.GDP.MKTP.KD,Euro area(XC),1972,,4927317957141.29
NY.GDP.MKTP.KD,Euro area(XC),1971,,4697479345125.9
NY.GDP.MKTP.KD,Euro area(XC),1970,,4527354003499.67
NY.GDP.MKTP.KD,Euro area(XC),1969,,4286888281614.56
NY.GDP.MKTP.KD,Euro area(XC),1968,,4001549689186.95
NY.GDP.MKTP.KD,Euro area(XC),1967,,3786523713060.42
NY.GDP.MKTP.KD,Euro area(XC),1966,,3660558132566.34
NY.GDP.MKTP.KD,Euro area(XC),1965,,3506666205604.36
NY.GDP.MKTP.KD,Euro area(XC),1964,,3338255438965.82
NY.GDP.MKTP.KD,Euro area(XC),1963,,3153261030780.04
NY.GDP.MKTP.KD,Euro area(XC),1962,,3006685896111.65
NY.GDP.MKTP.KD,Euro area(XC),1961,,2842923529115.21
NY.GDP.MKTP.KD,Euro area(XC),1960,,2688528779265.0
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2024,,24110620684172.3
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2023,,23738811909129.8
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2022,,23492987209478.8
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2021,,22722495171618.9
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2020,,21275812463393.7
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2019,,22485746826135.8
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2018,,22083088512620.3
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2017,,21616385542694.6
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2016,,20996048787987.1
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2015,,20603435735279.5
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2014,,20184420384492.3
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2013,,19802234975193.2
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2012,,19632553929987.7
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2011,,19570878383553.7
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2010,,19125421612882.4
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2009,,18634891371465.7
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2008,,19499003742611.6
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2007,,19301210281097.9
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2006,,18614209611757.8
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2005,,17917958901865.1
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2004,,17442784488439.7
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2003,,16905404614619.9
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2002,,16602201918423.5
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2001,,16346737499082.0
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),2000,,15990314229316.8
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1999,,15315125506057.9
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1998,,14883277211870.3
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1997,,14509532512164.4
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1996,,14074578122712.8
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1995,,13824417924441.9
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1994,,13510499903843.7
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1993,,13323319268361.8
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1992,,13408239705295.4
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1991,,13487674079746.1
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1990,,13465937620008.1
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1989,,13162836254381.5
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1988,,12720500327058.0
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1987,,12219141811019.1
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1986,,11867244085358.6
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1985,,11534715886711.9
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1984,,11233446081990.7
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1983,,10934671079945.0
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1982,,10734769114108.4
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1981,,10632234383919.4
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1980,,10585591226752.8
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1979,,10432294832920.4
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1978,,10073017873250.4
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1977,,9780745629967.56
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1976,,9507532986231.2
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1975,,9108001736394.64
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1974,,9170083535042.36
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1973,,8961511485416.69
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1972,,8454727634375.86
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1971,,8086284583147.89
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1970,,7815197729703.72
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1969,,7443318180598.12
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1968,,7025713405537.49
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1967,,6664558439514.07
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1966,,6442340505920.09
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1965,,6206688787169.62
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1964,,5941853952616.04
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1963,,5613294174004.54
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1962,,5353208593182.76
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1961,,5113100910627.65
NY.GDP.MKTP.KD,Europe & Central Asia(Z7),1960,,4860826486907.93
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2024,,2161102618244.67
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2023,,2078335110679.39
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2022,,1978674793312.44
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2021,,1919570869643.74
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2020,,1756555155338.02
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2019,,1751718869315.29
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2018,,1707629450920.31
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2017,,1645721184922.11
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2016,,1552523084471.7
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2015,,1510474002479.16
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2014,,1460578780394.74
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2013,,1415528556452.15
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2012,,1328920933931.01
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2011,,1277064812831.32
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2010,,1178887128713.63
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2009,,1100468107231.29
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2008,,1140341925834.61
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2007,,1106116568982.33
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2006,,1032028027284.14
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2005,,953415196399.204
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2004,,878439066771.28
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2003,,801444138767.617
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2002,,751702563259.751
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2001,,706504604825.691
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),2000,,706021315258.475
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1999,,661008033434.518
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1998,,668590832163.651
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1997,,655153336181.648
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1996,,621170515964.213
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1995,,598308396677.194
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1994,,592640192899.991
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1993,,658403328166.587
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1992,,672020413569.385
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1991,,705194725817.415
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1990,,739806103059.12
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1989,,719849449485.706
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1988,,711010244605.395
NY.GDP.MKTP.KD,Europe & Central Asia (excluding high income)(7E),1987,,688367408933.804
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2024,,4803175436464.49
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2023,,4627098236001.9
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2022,,4456590928481.79
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2021,,4371264757471.66
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2020,,4062857172545.0
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2019,,4122967292466.83
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2018,,4010043879320.39
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2017,,3863082773694.75
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2016,,3701293298169.56
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2015,,3633660246044.52
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2014,,3582563461911.83
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2013,,3503005875715.34
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2012,,3389444270426.55
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2011,,3276253212809.4
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2010,,3094777445121.25
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2009,,2956144404851.8
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2008,,3101963189542.96
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2007,,2968779819474.78
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2006,,2758427037043.88
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2005,,2557218185543.42
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2004,,2398006858113.25
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2003,,2222956132942.97
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2002,,2093410377851.17
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2001,,1993866084347.18
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),2000,,1942265249935.22
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1999,,1808756964461.04
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1998,,1764795420779.41
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1997,,1777400831112.72
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1996,,1727092537827.86
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1995,,1710244597959.95
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1994,,1710781720003.53
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1993,,1868052320735.77
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1992,,1958974948193.94
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1991,,2165470068627.17
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1990,,2301116132667.32
NY.GDP.MKTP.KD,Europe & Central Asia (IDA & IBRD countries)(T7),1989,,2334903485319.29
NY.GDP.MKTP.KD,European Union(EU),2024,,15711329898680.8
NY.GDP.MKTP.KD,European Union(EU),2023,,15545835479247.4
NY.GDP.MKTP.KD,European Union(EU),2022,,15475526647498.2
NY.GDP.MKTP.KD,European Union(EU),2021,,14943312743921.6
NY.GDP.MKTP.KD,European Union(EU),2020,,14047404390856.4
NY.GDP.MKTP.KD,European Union(EU),2019,,14877396575749.2
NY.GDP.MKTP.KD,European Union(EU),2018,,14603544059407.1
NY.GDP.MKTP.KD,European Union(EU),2017,,14310687274644.1
NY.GDP.MKTP.KD,European Union(EU),2016,,13918449980505.1
NY.GDP.MKTP.KD,European Union(EU),2015,,13656252620703.3
NY.GDP.MKTP.KD,European Union(EU),2014,,13339837928675.8
NY.GDP.MKTP.KD,European Union(EU),2013,,13125534418029.3
NY.GDP.MKTP.KD,European Union(EU),2012,,13129872603290.2
NY.GDP.MKTP.KD,European Union(EU),2011,,13231012723603.5
NY.GDP.MKTP.KD,European Union(EU),2010,,12976593517674.0
NY.GDP.MKTP.KD,European Union(EU),2009,,12699515364509.5
NY.GDP.MKTP.KD,European Union(EU),2008,,13271807422071.9
NY.GDP.MKTP.KD,European Union(EU),2007,,13190293140115.9
NY.GDP.MKTP.KD,European Union(EU),2006,,12788499501424.8
NY.GDP.MKTP.KD,European Union(EU),2005,,12347980270825.7
NY.GDP.MKTP.KD,European Union(EU),2004,,12107812246876.8
NY.GDP.MKTP.KD,European Union(EU),2003,,11800997102454.8
NY.GDP.MKTP.KD,European Union(EU),2002,,11691451596944.9
NY.GDP.MKTP.KD,European Union(EU),2001,,11564508558513.0
NY.GDP.MKTP.KD,European Union(EU),2000,,11319869909643.6
NY.GDP.MKTP.KD,European Union(EU),1999,,10891446207973.3
NY.GDP.MKTP.KD,European Union(EU),1998,,10573834940813.5
NY.GDP.MKTP.KD,European Union(EU),1997,,10267712292498.4
NY.GDP.MKTP.KD,European Union(EU),1996,,9999281633364.69
NY.GDP.MKTP.KD,European Union(EU),1995,,9811290301513.54
NY.GDP.MKTP.KD,European Union(EU),1994,,9551054623609.75
NY.GDP.MKTP.KD,European Union(EU),1993,,9299828881187.87
NY.GDP.MKTP.KD,European Union(EU),1992,,9355590541033.25
NY.GDP.MKTP.KD,European Union(EU),1991,,9271989075705.29
NY.GDP.MKTP.KD,European Union(EU),1990,,9138535829312.8
NY.GDP.MKTP.KD,European Union(EU),1989,,8846817514581.5
NY.GDP.MKTP.KD,European Union(EU),1988,,8515309136618.43
NY.GDP.MKTP.KD,European Union(EU),1987,,8177563023442.93
NY.GDP.MKTP.KD,European Union(EU),1986,,7974696360054.47
NY.GDP.MKTP.KD,European Union(EU),1985,,7774176732713.45
NY.GDP.MKTP.KD,European Union(EU),1984,,7598160754077.71
NY.GDP.MKTP.KD,European Union(EU),1983,,7410918075277.96
NY.GDP.MKTP.KD,European Union(EU),1982,,7305281617829.6
NY.GDP.MKTP.KD,European Union(EU),1981,,7245911020207.96
NY.GDP.MKTP.KD,European Union(EU),1980,,7205674660399.72
NY.GDP.MKTP.KD,European Union(EU),1979,,7059754238852.94
NY.GDP.MKTP.KD,European Union(EU),1978,,6795454221090.05
NY.GDP.MKTP.KD,European Union(EU),1977,,6593653593826.88
NY.GDP.MKTP.KD,European Union(EU),1976,,6404955929517.66
NY.GDP.MKTP.KD,European Union(EU),1975,,6107198161852.48
NY.GDP.MKTP.KD,European Union(EU),1974,,6142844810608.35
NY.GDP.MKTP.KD,European Union(EU),1973,,5955390074511.88
NY.GDP.MKTP.KD,European Union(EU),1972,,5618030846227.23
NY.GDP.MKTP.KD,European Union(EU),1971,,5362182550400.88
NY.GDP.MKTP.KD,European Union(EU),1970,,5173302902668.09
NY.GDP.MKTP.KD,European Union(EU),1969,,4902212359002.05
NY.GDP.MKTP.KD,European Union(EU),1968,,4580201100233.42
NY.GDP.MKTP.KD,European Union(EU),1967,,4337772533887.36
NY.GDP.MKTP.KD,European Union(EU),1966,,4189228363085.92
NY.GDP.MKTP.KD,European Union(EU),1965,,4017587133713.06
NY.GDP.MKTP.KD,European Union(EU),1964,,3817286424733.32
NY.GDP.MKTP.KD,European Union(EU),1963,,3601469905825.05
NY.GDP.MKTP.KD,European Union(EU),1962,,3437148907075.67
NY.GDP.MKTP.KD,European Union(EU),1961,,3251982586981.35
NY.GDP.MKTP.KD,European Union(EU),1960,,3075152008683.99
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2024,,1535327163040.35
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2023,,1505120227555.61
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2022,,1473506803399.95
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2021,,1450006309905.52
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2020,,1428142774949.68
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2019,,1542490501129.03
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2018,,1530016405340.24
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2017,,1508066703688.21
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2016,,1488686314256.65
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2015,,1481660318787.67
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2014,,1479185547877.7
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2013,,1454795042704.24
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2012,,1408135877506.06
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2011,,1333050889939.51
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2010,,1327110583952.26
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2009,,1249943002100.57
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2008,,1221794903383.8
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2007,,1162860231135.7
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2006,,1093928820282.75
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2005,,1030228769622.22
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2004,,969502694862.591
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2003,,866062169210.656
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2002,,864079514756.333
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2001,,837105561500.105
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),2000,,804431242026.564
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1999,,764765620950.707
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1998,,750315953148.296
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1997,,719224514487.282
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1996,,686464466611.804
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1995,,667041534906.538
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1994,,665404756094.689
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1993,,687726026739.682
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1992,,699408212928.904
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1991,,693241026432.446
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1990,,724172710768.089
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1989,,688146886626.236
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1988,,693947193156.041
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1987,,666970287262.555
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1986,,653844614416.188
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1985,,648417347819.565
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1984,,625196740977.741
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1983,,626284202460.902
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1982,,662865242198.441
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1981,,664855870105.484
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1980,,705359635798.917
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1979,,680520506284.464
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1978,,646013699368.777
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1977,,644566556833.838
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1976,,612784279639.394
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1975,,563225892301.897
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1974,,560831290060.956
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1973,,512788127116.804
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1972,,490975666612.125
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1971,,475100445866.746
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1970,,446230773142.227
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1969,,401010665984.246
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1968,,363132497527.401
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1967,,341250839893.81
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1966,,355774275993.295
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1965,,352247699956.085
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1964,,332743688778.608
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1963,,313117527115.423
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1962,,295542398741.211
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1961,,273511698001.947
NY.GDP.MKTP.KD,Fragile and conflict affected situations(F1),1960,,272317853197.705
NY.GDP.MKTP.KD,Heavily indebted poor countries (HIPC)(XE),2024,,955835602301.251
NY.GDP.MKTP.KD,Heavily indebted poor countries (HIPC)(XE),2023,,909066782138.737
NY.GDP.MKTP.KD,Heavily indebted poor countries (HIPC)(XE),2022,,878642302854.213
NY.GDP.MKTP.KD,Heavily indebted poor countries (HIPC)(XE),2021,,837808561037.18
NY.GDP.MKTP.KD,Heavily indebted poor countries (HIPC)(XE),2020,,802542318657.953
NY.GDP.MKTP.KD,Heavily indebted poor countries (HIPC)(XE),2019,,802692529518.269
NY.GDP.MKTP.KD,Heavily indebted poor countries (HIPC)(XE),2018,,770302629031.404
NY.GDP.MKTP.KD,Heavily indebted poor countries (HIPC)(XE),2017,,739297864826.299
NY.GDP.MKTP.KD,Heavily indebted poor countries (HIPC)(XE),2016,,703784811237.404
