id,title,authors,abstract,categories,published,url,resource_uri,no,total_results
2603.13649v1,"Linnaeus: A Hierarchical, Multi-Label Framework for Autonomous System Classification","['Marcos Piotto', 'Ignacio Schuemer', 'Santiago T. Torres', 'Mariano G. Beiró', 'Esteban Carisimo', 'Fabián E. Bustamante']","Autonomous systems (ASes) play diverse roles in today's Internet, from community and research backbones to hyperscale content providers and submarine-cable operators. However, existing taxonomies based solely on network-level features fail to capture their semantic and operational heterogeneity.
  In this paper, we present Linnaeus, a hierarchical AS-classification framework that combines network-centric data (e.g., topology, BGP announcements) with rich non-network features and leverages domain-adapted large language models alongside traditional machine-learning techniques. Linnaeus provides a two-level taxonomy with 18 top-level and 38 second-level classes, supports multi-label assignments to reflect hybrid roles (e.g., research backbone and transit provider), and provides an end-to-end pipeline from data ingestion to label inference. On a manually annotated dataset of nearly 2,000 ASes, Linnaeus achieves an overall precision and recall of 0.83 and 0.76, respectively. We further demonstrate its practical value through case studies, highlighting Linnaeus's potential to reveal both structural and semantic dimensions of Internet infrastructure.",['cs.NI'],2026-03-13T23:24:01+00:00,https://arxiv.org/pdf/2603.13649v1,arxiv://2603.13649v1,1,4
2602.14372v4,Bitcoin Under Stress: Measuring Infrastructure Resilience 2014-2025,"['Wenbin Wu', 'Alexander Neumueller']","Bitcoin's design promises resilience through decentralization, yet the physical infrastructure supporting the network creates hidden dependencies. We present the first longitudinal study of Bitcoin's resilience to submarine cable failures, using 11 years of P2P network data (2014--2025) and 68 verified cable fault events. Applying a Buldyrev-style cascade model at country level, we find that Bitcoin's clearnet (non-TOR) critical failure threshold $p_c \approx 0.72$--$0.92$ for random failures, meaning the vast majority of inter-country cables must fail before significant node disconnection. Targeted attacks are an order of magnitude more effective ($p_c = 0.05$--$0.20$). To address the majority of nodes now using TOR with unobservable locations, we develop a 4-layer multiplex model incorporating TOR relay infrastructure. Because relay bandwidth concentrates in well-connected European countries, TOR adoption increases resilience under current relay geography ($Δp_c \approx +0.02$--$+0.10$) rather than introducing hidden fragility. Empirical validation confirms weak physical-layer coupling: 87% of historical cable faults caused less than 5% node impact. We contribute: (1) a multiplex percolation framework for overlay-underlay coupling, including a 4-layer TOR relay model; (2) the first empirical measurement of Bitcoin's physical-layer resilience over a decade; and (3) evidence that TOR adoption amplifies resilience, with distributional bounds quantifying uncertainty under partial observability.",['cs.NI'],2026-02-16T00:46:55+00:00,https://arxiv.org/pdf/2602.14372v4,arxiv://2602.14372v4,2,4
2302.14201v4,Nautilus: A Framework for Cross-Layer Cartography of Submarine Cables and IP Links,"['Alagappan Ramanathan', 'Sangeetha Abdu Jyothi']","Submarine cables constitute the backbone of the Internet. However, these critical infrastructure components are vulnerable to several natural and man-made threats, and during failures, are difficult to repair in their remote oceanic environments. In spite of their crucial role, we have a limited understanding of the impact of submarine cable failures on global connectivity, particularly on the higher layers of the Internet.
  In this paper, we present Nautilus, a framework for cross-layer cartography of submarine cables and IP links. Using a corpus of public datasets and Internet cartographic techniques, Nautilus identifies IP links that are likely traversing submarine cables and maps them to one or more potential cables. Nautilus also gives each IP to cable assignment a prediction score that reflects the confidence in the mapping. Nautilus generates a mapping for 3.05 million and 1.43 million IPv4 and IPv6 links respectively, covering 91% of all active cables. In the absence of ground truth data, we validate Nautilus mapping using three techniques: analyzing past cable failures, using targeted traceroute measurements, and comparing with public network maps of two operators.",['cs.NI'],2023-02-27T23:35:55+00:00,https://arxiv.org/pdf/2302.14201v4,arxiv://2302.14201v4,3,4
2010.12020v1,Africa 3: A Continental Network Model to Enable the African Fourth Industrial Revolution,"['Olasupo O. Ajayi', 'Antoine B. Bagula', 'Hloniphani M. Maluleke']","It is widely recognised that collaboration can help fast-track the development of countries in Africa. Leveraging on the fourth industrial revolution, Africa can achieve accelerated development in health care services, educational systems and socio-economic infrastructures. While a number of conceptual frameworks have been proposed for the African continent, many have discounted the Cloud infrastructure used for data storage and processing, as well as the underlying network infrastructure upon which such frameworks would be built. This work therefore presents a continental network model for interconnecting nations in Africa through its data centres. The proposed model is based on a multilayer network engineering approach, which first groups African countries into clusters of data centres using a hybrid combination of clustering techniques; then utilizes Ant Colony Optimization with Stench Pheromone, that is modified to support variable evaporation rates, to find the ideal network path(s) across the clusters and the continent as a whole. The propsoed model takes into consideration the geo-spatial location, population sizes, data centre counts and intercontinental submarine cable landings of each African country, when clustering and routing. For bench-marking purposes, the path selection algorithm was tested on both the obtained clusters and African Union's regional clusters.","['cs.CY', 'cs.DC', 'cs.NI']",2020-10-14T16:19:25+00:00,https://arxiv.org/pdf/2010.12020v1,arxiv://2010.12020v1,4,4
